id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Price,Retail,LogPrice,LogRetail
2014,0.9,AGSL,SI1,F, ,61.4,FALSE,6.19x6.15x3.79,Excellent,Australia,Round,Very good,61,1,5315,8765,8.578288291,9.078521797
2015,1.01,AGSL,SI2,I, ,62.3,FALSE,6.39x6.42x3.99, ,Russia,Round, ,NA,2,5315,9000,8.578288291,9.104979856
2016,1.01,AGSL,SI2,I, ,62.3,FALSE,6.4x6.42x3.99, ,Botswana,Round, ,57,3,5315,8060,8.578288291,8.994668836
2017,1.01,AGSL,SI2,I, ,59.7,FALSE,6.51x6.53x3.89,Excellent,South Africa,Round,Excellent,60,3,4795,9000,8.475328987,9.104979856
2018,0.9,AGSL,SI1,F, ,NA,FALSE,6.23x6.2x3.83,Very good,Russia,Round,Very good,56,3,5315,8760,8.578288291,9.077951184
2019,1,AGSL,SI2,E, ,61.6,FALSE,6.32x6.37x3.91, ,Russia,Marquise, ,58,3,4100,6570,8.318742253,8.790269111
2020,1.01,AGSL,SI2,H, ,59.6,FALSE,6.53x6.5x3.88,Excellent,Russia,Pear,Excellent,61,2,5330,9025,8.581106517,9.107753783
2021,1.01,AGSL,VS1,J, ,66.1,FALSE,6.16x6.22x4.09,Excellent,South Africa,Emerald,Very good,NA,2,5330,8720,8.581106517,9.073374517
2022,1.01,AGSL,SI2,H, ,64.4,FALSE,6.22x6.3x4.03, ,Russia,Round, ,NA,1,5330,9025,8.581106517,9.107753783
2023,1.01,AGSL,SI2,H, ,62.7,FALSE,6.43x6.39x4.02,Excellent,Australia,Round,Excellent,57,2,5330,9025,8.581106517,9.107753783
2024,1.01,AGSL,VS1,J, ,NA,FALSE,6.18x6.22x3.91,Excellent,Russia,Round,Very good,NA,2,5330,9025,8.581106517,9.107753783
2025,1.01,AGSL,SI2,H, ,64.1,FALSE,6.27x6.29x4.02, ,Canada,Princess, ,56,3,5330,9025,8.581106517,9.107753783
2026,1.04,AGSL,VS1,J, ,59.9,FALSE,6.59x6.57x3.95,Excellent,Botswana,Round,Excellent,NA,2,5330,8180,8.581106517,9.00944743
2027,1.04,AGSL,SI2,J, ,61.1,TRUE,6.5x6.53x3.98,Excellent,DR Congo,Round,Excellent,60,3,5335,865,8.582044164,6.762729507
2028,1.02,AGSL,VS2,J, ,60.4,FALSE,6.53x6.5x3.93,Excellent,Canada,ROUND,Excellent,59,1,5345,6805,8.583916823,8.825412915
2029,1.02,AGSL,VS2,J, ,NA,FALSE,6.4x6.44x4.02, ,Russia,Princess, ,NA,2,5345,9050,8.583916823,9.110520037
2030,1.11,AGSL,SI1,J, ,61,FALSE,6.64x6.66x4.06, ,Botswana,Round, ,NA,2,5350,8760,8.58485184,9.077951184
2031,0.91,AGSL,SI2,E,Good,63.6,FALSE,6.05x6.09x3.86,Good,Australia,Round,Very good,NA,3,5350,9575,8.58485184,9.166910814
2032,1.2,AGSL,VVS2,L, ,62.6,FALSE,6.77x6.72x4.22,Excellent,Russia,Princess,Very good,NA,2,5350,9060,8.58485184,9.111624399
2033,1.01,AGSL,SI1,J, ,62.7,FALSE,6.36x6.42x4.01, ,Botswana,Round, ,NA,3,5355,7165,8.585785983,8.87696334
2034,0.91,AGSL,SI1,E, ,63.5,FALSE,6.13x6.07x3.87,Excellent,Russia,Round,Very good,NA,1,5355,8830,8.585785983,9.085910294
2035,1.14,NA,SI2,I, ,59.8,TRUE,6.78x6.81x4.07, ,DR Congo,Oval, ,58,2,4860,730,8.488793717,6.593044534
2036,1.01,GemEx,SI2,E, ,63.7,FALSE,6.23x6.32x4, ,Russia,Princess, ,57,4,6095,9095,8.715224042,9.115480091
2037,1.19,AGSL,I1,J, ,62.4,FALSE,6.75x6.8x4.23,Excellent,Australia,Round,Excellent,NA,2,5370,9100,8.588583188,9.116029693
2038,0.91,AGSL,SI2,D, ,62.9,FALSE,6.19x6.15x3.88,Excellent,Australia,Pear,Very good,56,1,5370,8860,8.588583188,9.089302044
2039,1.01,GemEx,SI2,F, ,64.4,FALSE,6.23x6.26x4.02, ,Russia,Marquise, ,NA,1,5375,9100,8.589513853,9.116029693
2040,1.1,AGSL,SI1,J, ,62.4,FALSE,6.61x6.59x4.12,Excellent,Australia,Emerald,Excellent,NA,1,5375,9110,8.589513853,9.11712799
2041,1.01,NA,SI2,F, ,NA,FALSE,6.35x6.3x4.01,Excellent,Botswana,Radiant,Good,NA,1,4715,7915,8.458504195,8.976514972
2042,1.01,AGSL,SI2,I, ,58.4,FALSE,6.5x6.55x3.81,Excellent,Russia,Oval,Excellent,NA,2,5380,9110,8.590443653,9.11712799
2043,1.08,AGSL,SI2,I, ,59.3,FALSE,6.72x6.68x3.98,Excellent,South Africa,Round,Excellent,60,1,5380,7695,8.590443653,8.948326046
2044,1.2,AGSL,SI1,K, ,60.4,FALSE,6.9x6.87x4.16,Excellent,Russia,Oval,Excellent,58,2,5380,9110,8.590443653,9.11712799
2045,1.02,AGSL,VS1,J, ,60,FALSE,6.57x6.55x3.94,Excellent,Russia,Round,Excellent,59,1,5380,9110,8.590443653,9.11712799
2046,0.95,AGSL,SI1,G, ,NA,FALSE,6.33x6.37x3.73,Good,Botswana,Round,Good,60,2,5385,7700,8.59137259,8.948975608
2047,1.1,AGSL,VS1,L, ,NA,FALSE,6.64x6.67x4.11, ,DR Congo,Oval, ,56,1,5390,8770,8.592300664,9.079092085
2048,0.9,AGSL,SI2,F, ,63,FALSE,6.1x6.11x3.84,Very good,Russia,Round,Very good,57,2,5400,8910,8.594154233,9.09492952
2049,1.01,AGSL,SI2,H, ,59.4,FALSE,6.57x6.54x3.9,Excellent,Other/Unknown,Princess,Excellent,60,3,5405,9150,8.59507973,9.121509158
2050,1.01,AGSL,SI2,H, ,61.2,FALSE,6.27x6.32x3.85,Very good,Botswana,Round,Very good,62,2,4860,8525,8.488793717,9.050758302
2051,1.01,AGSL,SI2,H, ,62.5,FALSE,6.44x6.4x4.01,Excellent,Russia,Princess,Excellent,57,2,5405,9150,8.59507973,9.121509158
2052,1.07,AGSL,VVS2,K, ,62.3,FALSE,6.5x6.55x4.06, ,Russia,Round, ,NA,1,5420,9185,8.597851094,9.125326998
2053,1.03,NA,SI2,I, ,61.5,FALSE,6.42x6.48x3.97, ,Australia,Round, ,NA,1,4625,7820,8.43923165,8.964439834
2054,1.11,AGSL,SI2,H, ,62,FALSE,6.62x6.66x4.12, ,South Africa,Round, ,57,3,5435,8220,8.6006148,9.014325488
2055,1.02,AGSL,SI2,I, ,60.6,FALSE,6.5x6.55x3.96,Excellent,Angola,Round,Excellent,59,3,5435,9200,8.6006148,9.126958763
2056,0.9,AGSL,VS2,G, ,63.8,FALSE,6.1x6.03x3.87,Excellent,Canada,Round,Very good,55,3,5435,8965,8.6006148,9.101083386
2057,1.01,NA,SI2,G, ,62.6,FALSE,6.43x6.39x4.02,Excellent,Canada,Round,Excellent,NA,1,4570,8540,8.427268484,9.052516287
2058,0.91,AGSL,SI1,F, ,62.3,FALSE,6.2x6.18x3.86,Excellent,Angola,Round,Very good,NA,2,5440,8980,8.60153434,9.102755161
2059,1.11,AGSL,I1,H, ,62.6,FALSE,6.58x6.65x4.14,Very good,Botswana,Uncut,Very good,56,3,2730,1530,7.912056888,7.333023014
2060,1.13,AGSL,SI1,J, ,62.6,FALSE,6.61x6.65x4.15, ,DR Congo,Emerald, ,NA,1,5445,9225,8.602453035,9.129672469
2061,0.9,AGSL,SI1,F, ,63.4,FALSE,6.14x6.07x3.87,Very good,South Africa,Radiant,Very good,NA,3,5445,8695,8.602453035,9.070503427
2062,1.11,AGSL,VVS1,K, ,NA,FALSE,6.67x6.72x4.01, ,Russia,Round, ,NA,1,5450,9235,8.603370888,9.130755893
2063,1.03,AGSL,SI1,K,Excellent,NA,FALSE,6.46x6.48x4,Excellent,Russia,Princess,Excellent,58,3,5450,9275,8.603370888,9.135077887
2064,1.09,NA,SI2,J, ,62.5,FALSE,6.55x6.59x4.11, ,Russia,Oval, ,58,1,4960,7700,8.50916102,8.948975608
2065,1.08,AGSL,SI2,I, ,NA,FALSE,6.6x6.58x4.1,Excellent,DR Congo,Round,Excellent,57,3,5455,8730,8.604287898,9.074520649
2066,1,AGSL,SI1,L, ,64.5,FALSE,6.21x6.18x4,Excellent,Australia,Round,Good,59,3,5455,9240,8.604287898,9.131297165
2067,1,AGSL,SI1,I, ,64.3,FALSE,6.25x6.32x4.04, ,Russia,Round, ,58,2,5455,9240,8.604287898,9.131297165
2068,1,AGSL,VS2,J, ,NA,FALSE,6.53x6.55x3.9, ,Other/Unknown,Round, ,59,1,5455,9240,8.604287898,9.131297165
2069,1,AGSL,SI1,I, ,65.6,FALSE,6.19x6.16x4.05,Good,Russia,Oval,Very good,NA,3,5455,9240,8.604287898,9.131297165
2070,1.01,AGSL,VVS1,K, ,62.5,FALSE,6.37x6.41x3.99, ,Russia,Round, ,57,3,5455,9240,8.604287898,9.131297165
2071,1,AGSL,SI1,I, ,64.1,TRUE,6.22x6.3x4.01, ,Angola,Princess, ,NA,2,5455,610,8.604287898,6.413458957
2072,1.3,AGSL,VVS2,M, ,59.2,FALSE,7.11x7.14x4.22, ,Russia,Round, ,NA,1,5455,6710,8.604287898,8.81135423
2073,1.01,AGSL,SI1,H, ,61,FALSE,6.43x6.34x3.89,Very good,Russia,Round,Good,63,2,5460,9245,8.605204069,9.131838144
2074,1.01,AGSL,SI1,H, ,63.1,FALSE,6.43x6.37x4.04,Very good,Russia,Radiant,Very good,55,3,5460,9245,8.605204069,9.131838144
2075,1.04,GemEx,SI2,I, ,62,FALSE,6.47x6.49x4.02, ,Russia,Round, ,57,1,5470,9270,8.607033895,9.134538659
2076,1.04,AGSL,SI2,I, ,61.9,FALSE,6.46x6.47x4, ,Russia,Oval, ,59,2,5470,9270,8.607033895,9.134538659
2077,0.9,AGSL,SI1,D, ,NA,FALSE,6.08x6.05x3.88,Excellent,Botswana,Emerald,Very good,NA,2,5470,9020,8.607033895,9.107199613
2078,1.32,GemEx,SI1,L, ,60.7,FALSE,7.11x7.09x4.31,Excellent,Australia,Radiant,Excellent,59,3,5475,9270,8.607947555,9.134538659
2079,1.01,AGSL,SI2,H, ,62.1,FALSE,6.45x6.42x4,Excellent,Australia,Round,Excellent,58,1,5480,9280,8.60886038,9.135616826
2080,1.01,AGSL,SI2,H, ,61,FALSE,6.51x6.48x3.96,Excellent,Botswana,Marquise,Excellent,56,2,5480,8910,8.60886038,9.09492952
2081,1.01,AGSL,VS1,J, ,59.3,FALSE,6.57x6.55x3.89,Excellent,Botswana,Round,Excellent,NA,3,5480,7950,8.60886038,8.980927208
2082,1.01,GemEx,SI2,H, ,60,FALSE,6.53x6.51x3.91,Excellent,Russia,Princess,Excellent,59,3,5480,9280,8.60886038,9.135616826
2083,1,AGSL,SI2,F, ,61.3,FALSE,6.4x6.45x3.94, ,Australia,Round, ,61,2,5485,9290,8.609772373,9.136693832
2084,1.1,GemEx,VS2,K, ,61.5,FALSE,6.61x6.65x4.08, ,Russia,Round, ,58,1,5490,9295,8.610683535,9.1372319
2085,1.03,AGSL,SI2,I, ,61.1,FALSE,6.41x6.55x3.96,Excellent,Russia,Round,Good,NA,1,5180,9300,8.552560335,9.137769679
2086,1.2,AGSL,VS2,L, ,61.9,FALSE,6.77x6.81x4.2, ,Russia,Round, ,NA,2,5490,9295,8.610683535,9.1372319
2087,0.98,NA,SI2,J,Very good,63.4,FALSE,6.3x6.35x4.01,Very good,Russia,Round,Very good,NA,2,4830,5275,8.482601747,8.570733958
2088,1.1,AGSL,SI2,J, ,62.5,FALSE,6.58x6.62x4.12, ,Botswana,Round, ,58,1,5500,8690,8.612503371,9.069928218
2089,1.3,AGSL,VS2,L, ,60.3,FALSE,7.09x7.06x4.27,Excellent,Russia,Round,Excellent,NA,3,5500,9315,8.612503371,9.139381283
2090,1.01,AGSL,SI1,I, ,59,FALSE,6.56x6.53x3.86,Excellent,Australia,Radiant,Excellent,61,1,5510,9335,8.614319902,9.141526056
2091,1.01,AGSL,SI1,I, ,62.8,FALSE,6.37x6.42x4.01, ,Russia,ROUND, ,56,1,5510,9335,8.614319902,9.141526056
2092,1.04,AGSL,SI1,I, ,62.3,FALSE,6.51x6.49x4.05,Excellent,Russia,Round,Excellent,57,2,5510,9335,8.614319902,9.141526056
2093,1.01,AGSL,VS2,J, ,58.7,TRUE,6.54x6.57x3.85, ,Zimbabwe,Round, ,NA,1,5510,985,8.614319902,6.892641641
2094,1.01,AGSL,SI1,I, ,62.4,FALSE,6.38x6.42x4, ,Botswana,Round, ,59,2,5510,8500,8.614319902,9.047821442
2095,0.9,AGSL,SI1,E, ,63,FALSE,6.15x6.1x3.85,Excellent,Canada,Round,Excellent,56,2,5520,9110,8.616133139,9.11712799
2096,0.92,AGSL,SI2,G, ,61.8,FALSE,6.22x6.25x3.86,Excellent,Russia,Round,Excellent,58,1,5520,9110,8.616133139,9.11712799
2097,0.8,GemEx,VS1,F, ,NA,FALSE,5.9x5.94x3.67,Excellent,Australia,Round,Excellent,59,1,5520,6155,8.616133139,8.725020039
2098,1.05,AGSL,SI2,I, ,NA,FALSE,6.47x6.5x4.07, ,Botswana,Round, ,56,3,5525,9115,8.617038526,9.117676687
2099,1.05,AGSL,SI2,I, ,62.6,FALSE,6.48x6.51x4.07, ,Russia,Oval , ,54,2,4765,7915,8.469052816,8.976514972
2100,1.01,AGSL,SI2,G, ,60.7,FALSE,6.51x6.47x3.94,Excellent,Australia,Radiant,Excellent,61,2,5525,9355,8.617038526,9.143666239
2101,0.85,AGSL,VS1,F, ,59.9,FALSE,6.15x6.18x3.69, ,Zimbabwe,Round, ,NA,3,5530,8370,8.617943095,9.032409163
2102,1.2,AGSL,VS2,K, ,61.2,FALSE,6.84x6.82x4.18,Excellent,Russia,Oval,Excellent,59,3,5535,9380,8.618846845,9.146335042
2103,1.02,AGSL,SI2,H, ,NA,FALSE,6.45x6.43x4,Excellent,Russia,Radiant,Excellent,57,2,5535,9375,8.618846845,9.145801851
2104,1.02,AGSL,SI2,H, ,62.5,FALSE,6.44x6.4x4.01,Excellent,Botswana,Oval,Excellent,58,1,5535,8880,8.618846845,9.091556836
2105,1.05,AGSL,SI2,H, ,62.1,FALSE,6.49x6.45x4.02,Excellent,Canada,Round,Excellent,NA,3,5540,9380,8.61974978,9.146335042
2106,1.08,AGSL,SI2,J, ,62.6,FALSE,6.54x6.57x4.1,Excellent,Australia,Round,Excellent,NA,1,5050,9385,8.527143522,9.146867949
2107,1.24,GemEx,SI2,K, ,62.6,FALSE,6.84x6.87x4.29, ,Angola,Round, ,56,3,5540,9385,8.61974978,9.146867949
2108,1.01,AGSL,IF,J, ,63,FALSE,6.35x6.39x4.01,Excellent,Canada,Round,Excellent,58,3,5540,9385,8.61974978,9.146867949
2109,1.03,AGSL,SI2,G, ,61,FALSE,6.54x6.52x3.98,Very good,Botswana,Round,Excellent,57,3,5550,8935,8.621553207,9.097731428
2110,1.01,AGSL,SI2,H, ,59.2,FALSE,6.56x6.55x3.88,Excellent,Russia,Round,Excellent,60,1,5555,9410,8.622453702,9.149528233
2111,1.1,AGSL,SI2,I, ,60.1,FALSE,6.71x6.69x4.02,Excellent,Russia,Princess,Excellent,60,2,5555,9370,8.622453702,9.145268375
2112,1.07,AGSL,SI2,J, ,61.8,FALSE,6.55x6.59x4.06, ,Angola,Pear, ,58,2,5560,9420,8.623353387,9.150590368
2113,1.01,AGSL,SI1,J, ,58.4,FALSE,6.59x6.62x3.86, ,Botswana,Radiant, ,NA,1,5565,9080,8.624252264,9.113829472
2114,1.02,NA,VS2,J, ,NA,FALSE,6.43x6.47x3.96, ,Australia,Pear, ,NA,1,4320,7540,8.371010681,8.927977461
2115,1.02,AGSL,SI1,I, ,64,TRUE,6.36x6.4x4.08, ,DR Congo,Round, ,56,2,5565,520,8.624252264,6.253828812
2116,1.03,AGSL,SI2,I, ,61.8,FALSE,6.47x6.5x4.01, ,Australia,Round, ,58,2,5565,9425,8.624252264,9.151121012
2117,1.01,GemEx,SI1,J, ,62.7,FALSE,6.35x6.39x3.99, ,South Africa,Oval , ,58,1,4470,9320,8.405143688,9.139917908
2118,1.02,NA,SI1,I, ,59.8,FALSE,6.57x6.55x3.92,Excellent,Other/Unknown,Radiant,Excellent,60,2,5315,7750,8.578288291,8.955448122
2119,0.72,AGSL,VVS1,G, ,NA,FALSE,5.8x5.78x3.5,Excellent,Botswana,Round,Excellent,60,4,6710,8870,8.81135423,9.090430075
2120,1.06,AGSL,SI2,I, ,61.1,FALSE,6.54x6.58x4.01, ,Canada,Emerald, ,60,3,5575,9445,8.626047596,9.15324078
2121,1.02,AGSL,SI2,G, ,62.5,FALSE,6.45x6.41x4.02,Excellent,Botswana,Oval,Excellent,NA,2,5575,7785,8.626047596,8.959954084
2122,0.91,GemEx,SI1,E, ,62.5,FALSE,6.2x6.15x3.86,Excellent,Australia,Round,Very good,59,1,5580,8310,8.626944055,9.025214888
2123,0.9,AGSL,VS2,G, ,61.4,FALSE,6.21x6.18x3.81,Excellent,Canada,Round,Excellent,NA,3,5580,9210,8.626944055,9.128045129
2124,1.23,AGSL,SI1,K, ,NA,FALSE,6.86x6.81x4.3,Excellent,Canada,Princess,Excellent,56,1,5585,9460,8.627839712,9.154827662
2125,1.23,AGSL,SI2,J, ,NA,FALSE,6.96x6.91x4.21,Excellent,Australia,Pear,Excellent,NA,3,5595,9475,8.629628621,9.15641203
2126,1.02,AGSL,VS2,I, ,64,FALSE,6.36x6.3x4.05,Excellent,Canada,Round,Very good,NA,1,5595,9480,8.629628621,9.156939595
2127,1,AGSL,SI1,J,Good,60.9,TRUE,6.39x6.45x3.91,Good,DR Congo,Asscher,Good,62,3,5600,1125,8.630521877,7.025538315
2128,1.01,AGSL,SI2,G, ,61.5,FALSE,6.45x6.44x3.97,Excellent,Botswana,Round,Excellent,58,3,5605,9155,8.631414336,9.122055457
2129,1.01,AGSL,SI2,G, ,59.6,FALSE,6.55x6.53x3.9,Excellent,Australia,Marquise,Excellent,60,4,6980,9490,8.850804196,9.157993892
2130,1.01,AGSL,SI2,G, ,62,FALSE,6.45x6.42x3.99,Excellent,Russia,Radiant,Excellent,57,2,5605,9490,8.631414336,9.157993892
2131,1.01,AGSL,SI2,G, ,61.2,FALSE,6.49x6.44x3.96,Excellent,Russia,Marquise,Excellent,59,2,5605,9490,8.631414336,9.157993892
2132,0.9,AGSL,SI2,F, ,NA,FALSE,6.16x6.19x3.8,Excellent,Canada,Marquis,Excellent,NA,2,4140,9260,8.328451067,9.133459328
2133,1.02,NA,SI1,J, ,NA,FALSE,6.39x6.43x4.02, ,Russia,Round, ,56,3,4630,7005,8.440312147,8.854379459
2134,0.9,AGSL,VVS2,G, ,63.9,FALSE,6.08x6.01x3.86,Excellent,Russia,Asscher,Very good,60,2,5620,9270,8.634086943,9.134538659
2135,0.8,AGSL,VS1,D, ,62.3,FALSE,5.91x5.96x3.7, ,Russia,Radiant, ,58,2,5625,9275,8.634976227,9.135077887
2136,1.01,AGSL,VS2,I, ,60.8,FALSE,6.42x6.45x3.92, ,South Africa,Round, ,NA,1,5625,8995,8.634976227,9.104424146
2137,0.9,AGSL,IF,I, ,59.9,FALSE,6.23x6.21x3.73,Excellent,South Africa,Round,Good,59,3,5630,9225,8.635864721,9.129672469
2138,1.34,AGSL,SI1,L, ,62.3,FALSE,7.03x7.06x4.39, ,Botswana,Round, ,56,1,5630,9535,8.635864721,9.162724518
2139,1.04,AGSL,SI2,H, ,59.8,TRUE,6.61x6.59x3.94,Excellent,Angola,Princess,Excellent,59,2,5640,1280,8.637639344,7.154615357
2140,1.04,AGSL,SI2,H, ,60.5,FALSE,6.57x6.53x3.96,Excellent,Russia,Radiant,Excellent,NA,2,5640,8545,8.637639344,9.053101596
2141,1.01,AGSL,SI2,G, ,62.6,FALSE,6.35x6.39x3.99,Excellent,Australia,Round,Excellent,57,2,5640,9555,8.637639344,9.164819857
2142,1.04,AGSL,VS1,J, ,62.5,FALSE,6.48x6.45x4.04,Excellent,Australia,Oval,Excellent,57,2,5640,9555,8.637639344,9.164819857
2143,1,AGSL,SI1,E, ,69.4,FALSE,5.97x6x4.16, ,Botswana,Round, ,55,1,5645,9150,8.638525477,9.121509158
2144,1.07,AGSL,SI2,H, ,60.3,FALSE,6.65x6.62x4,Excellent,Australia,Round,Excellent,59,1,5645,9560,8.638525477,9.165343006
2145,1.01,AGSL,VS2,J, ,60.6,FALSE,6.42x6.45x3.9, ,Russia,Oval, ,59,3,5660,9585,8.641179171,9.167954655
2146,1.01,AGSL,VS2,J, ,NA,FALSE,6.38x6.41x3.98, ,Botswana,Radiant, ,NA,3,5660,8680,8.641179171,9.068776808
2147,1.01,AGSL,VS2,J, ,62.1,FALSE,6.4x6.44x3.98, ,Angola,Round, ,59,1,5660,9585,8.641179171,9.167954655
2148,1.05,AGSL,VVS1,J, ,61.8,FALSE,6.53x6.5x4.02,Excellent,Other/Unknown,Round,Excellent,58,3,5665,9600,8.642062173,9.169518377
2149,1.01,AGSL,SI1,I, ,NA,FALSE,6.45x6.42x3.97,Excellent,Botswana,Emerald,Excellent,57,4,6565,9565,8.789507787,9.165865882
2150,1.01,AGSL,SI1,I, ,NA,FALSE,6.44x6.41x3.99,Excellent,Russia,Round,Excellent,57,2,5670,9600,8.642944397,9.169518377
2151,1.01,AGSL,SI2,J,Excellent,61.4,FALSE,6.43x6.46x3.96,Excellent,Canada,Princess,Execllent,56,1,5675,9750,8.643825842,9.185022564
2152,1.15,AGSL,I1,I, ,60.6,FALSE,6.75x6.79x4.1,Excellent,Russia,Round,Excellent,60,2,5675,9615,8.643825842,9.171079658
2153,0.8,AGSL,VS2,D, ,60.9,FALSE,5.97x6.01x3.64,Excellent,South Africa,Round,Excellent,NA,3,5680,9275,8.644706512,9.135077887
2154,1.03,AGSL,VS2,J, ,62.8,FALSE,6.36x6.4x4.01,Excellent,Australia,Round,Very good,60,2,3380,9645,8.125630988,9.174194925
2155,1.01,AGSL,SI1,J, ,NA,FALSE,6.39x6.44x4, ,Russia,Princess, ,57,3,5700,9660,8.648221454,9.175748927
2156,1.22,AGSL,VS1,K, ,NA,FALSE,6.82x6.84x4.26, ,South Africa,Round, ,NA,1,5705,6420,8.649098262,8.767173397
2157,0.97,AGSL,SI1,E, ,62.1,FALSE,6.26x6.22x3.87,Very good,Other/Unknown,Princess,Very good,60,3,5705,9415,8.649098262,9.150059441
2158,1.01,AGSL,SI2,H, ,59.5,FALSE,6.51x6.53x3.88, ,Russia,Radiant, ,61,3,5710,8655,8.649974303,9.065892468
2159,1.01,NA,SI2,H, ,59.8,FALSE,6.52x6.56x3.91, ,South Africa,Round, ,NA,1,4875,6995,8.491875383,8.852950887
2160,0.9,AGSL,VS2,H, ,NA,FALSE,6x6.09x3.88, ,Australia,Round, ,NA,2,5710,9420,8.649974303,9.150590368
2161,0.9,AGSL,VS1,G, ,63.1,FALSE,6.09x6.06x3.83,Very good,Russia,Pear,Good,NA,3,5710,6560,8.649974303,8.788745882
2162,1.1,GemEx,SI2,J, ,61.4,FALSE,6.61x6.64x4.07, ,Russia,Oval, ,NA,2,5715,9680,8.650849576,9.17781718
2163,1,AGSL,SI2,H, ,61.8,FALSE,6.38x6.41x3.95,Excellent,Botswana,Round,Very good,56,3,5715,9255,8.650849576,9.132919225
2164,1.02,AGSL,VS2,J, ,60.6,FALSE,6.48x6.52x3.94, ,Botswana,Round, ,61,1,5715,4255,8.650849576,8.355850041
2165,1.02,AGSL,VS2,J, ,61.3,FALSE,6.5x6.54x4, ,Angola,Round, ,NA,1,5715,9680,8.650849576,9.17781718
2166,1.31,GemEx,SI1,L, ,60.8,FALSE,7.04x7.02x4.28,Very good,Botswana,Marquise,Excellent,59,2,4945,8245,8.506132244,9.017362235
2167,1.02,AGSL,SI1,I, ,59.8,FALSE,6.52x6.57x3.91, ,Russia,Round, ,62,3,5725,9695,8.652597828,9.179365568
2168,1,AGSL,SI2,F, ,59.8,FALSE,6.45x6.43x3.85,Excellent,South Africa,Round,Excellent,62,2,5730,8585,8.65347081,9.057771773
2169,0.94,AGSL,SI2,H, ,62.2,FALSE,6.27x6.3x3.91,Excellent,Russia,Marquise,Very good,58,2,5735,8990,8.65434303,9.103868127
2170,1.03,NA,SI2,E, ,62,FALSE,6.5x6.47x4.02,Very good,Botswana,Round,Very good,NA,2,4945,6795,8.506132244,8.823942327
2171,1,AGSL,SI2,E, ,62.3,FALSE,6.37x6.4x3.98, ,Angola,Round, ,56,1,5745,9730,8.65608519,9.182969175
2172,1.2,AGSL,VVS1,L, ,NA,FALSE,6.73x6.75x4.22, ,Canada,Round, ,NA,3,5760,9760,8.658692754,9.186047679
2173,1.02,AGSL,SI1,J, ,61.5,FALSE,6.4x6.44x3.95, ,Russia,Round, ,NA,2,5760,9755,8.658692754,9.185535253
2174,1.2,AGSL,VVS1,L, ,62,FALSE,6.77x6.81x4.21, ,Russia,Round, ,59,2,5760,9760,8.658692754,9.186047679
2175,1.01,NA,SI2,G, ,62.5,FALSE,6.46x6.43x4.03,Excellent,Canada,Oval,Excellent,NA,2,4465,9680,8.404024493,9.17781718
2176,1.01,AGSL,SI2,G, ,59.8,FALSE,6.53x6.49x3.89,Excellent,Russia,Round,Excellent,60,1,5765,9760,8.659560433,9.186047679
2177,1.26,AGSL,SI2,K, ,62.3,FALSE,6.86x6.9x4.29, ,Russia,Round, ,59,1,5770,9775,8.66042736,9.187583385
2178,1.2,AGSL,VS1,K, ,NA,TRUE,6.8x6.76x4.23,Excellent,DR Congo,Asscher,Excellent,57,4,6795,720,8.823942327,6.579251212
2179,1,AGSL,SI1,I,Very good,58.4,FALSE,6.52x6.54x3.81,Excellent,Botswana,Emerald,Very good,NA,4,7070,9640,8.863615759,9.173676388
2180,1.08,AGSL,SI2,H, ,59.9,FALSE,6.67x6.66x3.99,Excellent,Canada,Oval,Excellent,NA,3,5775,9780,8.661293535,9.188094763
2181,0.93,AGSL,SI2,D, ,62.5,FALSE,6.27x6.23x3.91,Excellent,Botswana,Round,Excellent,NA,1,5780,8710,8.662158962,9.07222707
2182,1.01,AGSL,SI2,F, ,62,FALSE,6.43x6.41x3.98,Very good,Australia,Round,Excellent,57,3,5785,9800,8.66302364,9.190137665
2183,0.9,AGSL,SI1,D, ,62.4,FALSE,6.15x6.12x3.83,Excellent,Canada,Round,Excellent,NA,2,5790,9555,8.663887571,9.164819857
2184,1.1,AGSL,VVS1,K, ,NA,FALSE,6.56x6.59x4.12, ,Canada,Round, ,NA,3,5790,9805,8.663887571,9.190647739
2185,0.91,AGSL,VS1,H, ,NA,FALSE,6.14x6.19x3.88, ,Russia,Round, ,58,3,5795,9560,8.664750756,9.165343006
2186,1.3,AGSL,VS2,L, ,62.5,FALSE,7.02x6.96x4.37, ,Russia,Round, ,58,4,7150,9820,8.874867636,9.192176401
2187,1.07,AGSL,VS1,J, ,62.6,FALSE,6.54x6.5x4.08,Excellent,Botswana,Round,Excellent,56,3,5805,9645,8.666474894,9.174194925
2188,1.3,AGSL,SI2,K, ,59.9,FALSE,7.12x7.09x4.26,Excellent,Russia,Asscher,Excellent,58,2,5810,9840,8.66733585,9.19421099
2189,1.21,GemEx,SI2,J, ,NA,FALSE,6.78x6.75x4.28,Excellent,Canada,Round,Excellent,NA,1,5815,9850,8.668196065,9.195226734
2190,0.9,AGSL,SI2,E, ,NA,FALSE,6.17x6.22x3.8,Very good,Botswana,Round,Excellent,NA,2,5820,8640,8.669055541,9.064157862
2191,0.9,AGSL,SI2,E, ,60.8,FALSE,6.19x6.22x3.77,Excellent,DR Congo,Round,Very good,58,1,5820,7020,8.669055541,8.856518497
